gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
ERO1LB,1041217,A_23_P347623,35885,ERO1-like beta (S. cerevisiae),56605.0,1,0.9902755267423015,3666,3702
ERP29,1022156,A_23_P139929,10803,endoplasmic reticulum protein 29,10961.0,12,0.9994597514856834,3700,3702
ERP44,1023506,A_23_P380092,22826,endoplasmic reticulum protein 44,23071.0,9,0.9948676391139925,3683,3702
ERRFI1,1042979,A_23_P46470,33498,ERBB receptor feedback inhibitor 1,54206.0,1,0.98892490545651,3661,3702
ERVV-1,1063437,A_32_P4466,80623,"endogenous retrovirus group V, member 1",147664.0,19,0.9956780118854673,3686,3702
ESAM,1036789,A_23_P47410,59988,endothelial cell adhesion molecule,90952.0,11,0.9073473797947056,3359,3702
ESCO1,1036237,A_32_P223319,77523,establishment of cohesion 1 homolog 1 (S. cerevisiae),114799.0,18,0.9989195029713668,3698,3702
ESD,1057181,CUST_15914_PI416261804,2083,esterase D,2098.0,13,0.9994597514856834,3700,3702
ESF1,1043272,A_24_P205263,31055,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",51575.0,20,0.9986493787142086,3697,3702
ESM1,1046610,A_24_P37873,10924,endothelial cell-specific molecule 1,11082.0,5,0.8557536466774717,3168,3702
ESPL1,1048253,A_23_P32707,9556,extra spindle pole bodies homolog 1 (S. cerevisiae),9700.0,12,0.7339276066990815,2717,3702
ESPN,1038059,A_23_P12405,57957,espin,83715.0,1,0.6012965964343598,2226,3702
ESPNL,1032004,CUST_421_PI416261804,109728,espin-like,339768.0,2,0.5569962182603998,2062,3702
ESR1,1015390,A_24_P383478,2084,estrogen receptor 1,2099.0,6,0.8379254457050244,3102,3702
ESRP2,1038728,A_23_P100220,55806,epithelial splicing regulatory protein 2,80004.0,16,0.7992976769313884,2959,3702
ESRRA,1057177,A_23_P1585,2086,estrogen-related receptor alpha,2101.0,11,0.9991896272285251,3699,3702
ESRRB,1057176,A_24_P415928,2088,estrogen-related receptor beta,2103.0,14,0.5532144786601837,2048,3702
ESRRG,1025900,A_23_P74900,2089,estrogen-related receptor gamma,2104.0,1,0.9816315505132361,3634,3702
ESYT1,1045799,A_23_P150852,23099,extended synaptotagmin-like protein 1,23344.0,12,0.915180983252296,3388,3702
ESYT2,1040637,A_23_P8744,36761,extended synaptotagmin-like protein 2,57488.0,7,0.9994597514856834,3700,3702
ESYT3,1038025,A_24_P697685,58084,extended synaptotagmin-like protein 3,83850.0,3,0.5750945434900054,2129,3702
ETAA1,1042912,CUST_508_PI416261804,33756,Ewing tumor-associated antigen 1,54465.0,2,0.9405726634251755,3482,3702
ETF1,1057173,CUST_11461_PI416261804,2092,eukaryotic translation termination factor 1,2107.0,5,0.9951377633711507,3684,3702
ETFA,1017750,A_24_P53080,2093,"electron-transfer-flavoprotein, alpha polypeptide",2108.0,15,0.9983792544570502,3696,3702
ETFB,1057170,A_23_P107653,2094,"electron-transfer-flavoprotein, beta polypeptide",2109.0,19,0.9994597514856834,3700,3702
ETFDH,1057168,A_23_P61447,2095,electron-transferring-flavoprotein dehydrogenase,2110.0,4,0.9991896272285251,3699,3702
ETHE1,1045661,A_23_P142294,23229,ethylmalonic encephalopathy 1,23474.0,19,0.9894651539708266,3663,3702
ETNK1,1022023,CUST_827_PI416573500,34789,ethanolamine kinase 1,55500.0,12,0.9967585089141004,3690,3702
ETS1,1020512,A_23_P127525,2098,v-ets erythroblastosis virus E26 oncogene homolog 1 (avian),2113.0,11,0.6137223122636413,2272,3702
ETS2,1025000,A_23_P257924,2099,v-ets erythroblastosis virus E26 oncogene homolog 2 (avian),2114.0,21,0.9994597514856834,3700,3702
ETV1,1057166,CUST_256_PI416408490,2100,ets variant 1,2115.0,7,0.9978390059427337,3694,3702
ETV2,1030899,CUST_762_PI416379584,2101,ets variant 2,2116.0,19,0.9940572663425176,3680,3702
ETV3,1057163,CUST_11379_PI416261804,2102,ets variant 3,2117.0,1,0.9991896272285251,3699,3702
ETV5,1057159,A_32_P33802,2104,ets variant 5,2119.0,3,0.9937871420853592,3679,3702
ETV6,1057157,A_23_P105264,2105,ets variant 6,2120.0,12,0.9692058346839546,3588,3702
EVI1,1057152,A_24_P6294,2107,MDS1 and EVI1 complex locus,2122.0,3,0.9997298757428417,3701,3702
EVI2A,1023596,A_23_P78092,2108,ecotropic viral integration site 2A,2123.0,17,0.9989195029713668,3698,3702
EVI2B,1057148,A_23_P66694,2109,ecotropic viral integration site 2B,2124.0,17,0.8619665045921123,3191,3702
EVI5,1027576,A_24_P96593,7767,ecotropic viral integration site 5,7813.0,1,0.968665586169638,3586,3702
EVI5L,1018517,A_23_P101427,77695,ecotropic viral integration site 5-like,115704.0,19,0.9918962722852512,3672,3702
EVL,1043375,A_23_P140427,30947,Enah/Vasp-like,51466.0,14,0.9994597514856834,3700,3702
EVPL,1057146,A_24_P104512,2110,envoplakin,2125.0,17,0.9994597514856834,3700,3702
EVPLL,1011464,CUST_4085_PI416261804,169658,envoplakin-like,645027.0,17,0.7752566180443003,2870,3702
EVX1,1057144,A_24_P368943,2113,even-skipped homeobox 1,2128.0,7,0.9994597514856834,3700,3702
EWSR1,1069919,A_24_P384569,2115,Ewing sarcoma breakpoint region 1,2130.0,22,0.998109130199892,3695,3702
EXD2,1042134,A_23_P205296,34507,exonuclease 3'-5' domain containing 2,55218.0,14,0.9918962722852512,3672,3702
EXD3,1042500,A_24_P49183,34221,exonuclease 3'-5' domain containing 3,54932.0,9,0.8514316585629389,3152,3702
EXOC1,1028059,A_23_P113966,35052,exocyst complex component 1,55763.0,4,1.0,3702,3702
EXOC2,1041601,CUST_8978_PI416261804,35059,exocyst complex component 2,55770.0,6,0.98892490545651,3661,3702
EXOC3,1046330,A_23_P93046,11171,exocyst complex component 3,11336.0,5,0.9994597514856834,3700,3702
EXOC3L,1032538,A_23_P424734,94092,exocyst complex component 3-like 1,283849.0,16,0.9983792544570502,3696,3702
EXOC3L2,1036892,A_23_P38860,59887,exocyst complex component 3-like 2,90332.0,19,1.0,3702,3702
EXOC4,1022517,CUST_11197_PI416261804,37872,exocyst complex component 4,60412.0,7,0.9972987574284171,3692,3702
EXOC5,1047132,A_23_P14464,10493,exocyst complex component 5,10640.0,14,0.9994597514856834,3700,3702
EXOC6,1042839,A_23_P169576,33827,exocyst complex component 6,54536.0,10,0.9978390059427337,3694,3702
EXOC6B,1065162,A_32_P16258,22988,exocyst complex component 6B,23233.0,2,0.9997298757428417,3701,3702
EXOC7,1027264,A_23_P89159,23020,exocyst complex component 7,23265.0,17,0.9994597514856834,3700,3702
EXOC8,1034471,A_32_P233314,80781,exocyst complex component 8,149371.0,1,0.9975688816855753,3693,3702
EXOG,1019891,A_23_P250714,9797,"endo/exonuclease (5'-3'), endonuclease G-like",9941.0,3,0.9062668827660724,3355,3702
EXOSC1,1043886,A_23_P35591,30496,exosome component 1,51013.0,10,0.9994597514856834,3700,3702
EXOSC10,1025356,CUST_1830_PI416261804,5362,exosome component 10,5394.0,1,0.9997298757428417,3701,3702
EXOSC2,1045752,CUST_357_PI417507815,23159,exosome component 2,23404.0,9,0.9419232847109671,3487,3702
EXOSC3,1043892,A_23_P123905,30493,exosome component 3,51010.0,9,0.9994597514856834,3700,3702
EXOSC4,1042857,A_23_P32463,33803,exosome component 4,54512.0,8,0.9994597514856834,3700,3702
EXOSC5,1041101,CUST_6841_PI416261804,36194,exosome component 5,56915.0,19,0.8743922204213939,3237,3702
EXOSC6,1035942,A_32_P105893,78706,exosome component 6,118460.0,16,1.0,3702,3702
EXOSC7,1016982,A_24_P317135,22771,exosome component 7,23016.0,3,0.9972987574284171,3692,3702
EXOSC8,1046324,A_24_P241276,11175,exosome component 8,11340.0,13,0.9994597514856834,3700,3702
EXOSC9,1022632,A_23_P81121,5361,exosome component 9,5393.0,4,0.9991896272285251,3699,3702
EXPH5,1020541,A_23_P403335,22841,exophilin 5,23086.0,11,0.9411129119394922,3484,3702
EXT1,1057142,CUST_257_PI416408490,2116,exostosin 1,2131.0,8,0.9994597514856834,3700,3702
EXT2,1029073,A_23_P13183,2117,exostosin 2,2132.0,11,0.9989195029713668,3698,3702
EXTL1,1057139,A_23_P62999,2119,exostoses (multiple)-like 1,2134.0,1,0.9967585089141004,3690,3702
EXTL2,1022587,A_23_P118,2120,exostoses (multiple)-like 2,2135.0,1,0.9859535386277688,3650,3702
EXTL3,1057137,A_23_P384405,2122,exostoses (multiple)-like 3,2137.0,8,1.0,3702,3702
EYA1,1027624,CUST_14700_PI416261804,2123,eyes absent homolog 1 (Drosophila),2138.0,8,0.842247433819557,3118,3702
EYA2,1025095,A_23_P500421,2124,eyes absent homolog 2 (Drosophila),2139.0,20,0.9859535386277688,3650,3702
EYA3,1057136,CUST_8104_PI416261804,2125,eyes absent homolog 3 (Drosophila),2140.0,1,0.8978930307941653,3324,3702
EYA4,1027726,A_32_P219620,2055,eyes absent homolog 4 (Drosophila),2070.0,6,0.7747163695299838,2868,3702
EZH1,1057133,A_23_P428219,2130,enhancer of zeste homolog 1 (Drosophila),2145.0,17,0.9994597514856834,3700,3702
EZH2,1029436,A_23_P259641,2131,enhancer of zeste homolog 2 (Drosophila),2146.0,7,0.8668287412209617,3209,3702
F10,1057117,A_23_P205177,2144,coagulation factor X,2159.0,13,0.5297136682874122,1961,3702
F11R,1043932,A_24_P319364,30332,F11 receptor,50848.0,1,0.9932468935710427,3677,3702
F12,1057113,A_23_P167674,2146,coagulation factor XII (Hageman factor),2161.0,5,0.9800108049702864,3628,3702
F13A1,1057111,A_32_P140139,2147,"coagulation factor XIII, A1 polypeptide",2162.0,6,0.7866018368449487,2912,3702
F2R,1057130,CUST_17124_PI416261804,2134,coagulation factor II (thrombin) receptor,2149.0,5,0.9775796866558617,3619,3702
F2RL1,1057128,CUST_16879_PI416261804,2135,coagulation factor II (thrombin) receptor-like 1,2150.0,5,1.0,3702,3702
F3,1057123,A_23_P126782,2137,"coagulation factor III (thromboplastin, tissue factor)",2152.0,1,0.9983792544570502,3696,3702
F7,1023321,CUST_16384_PI416261804,2140,coagulation factor VII (serum prothrombin conversion accelerator),2155.0,13,0.9065370070232307,3356,3702
F8,1026204,A_24_P314451,2142,"coagulation factor VIII, procoagulant component",2157.0,X,0.8970826580226904,3321,3702
F8A1,1049892,A_23_P11262,8210,coagulation factor VIII-associated 1,8263.0,X,0.9994597514856834,3700,3702
FA2H,1039330,A_23_P49448,54991,fatty acid 2-hydroxylase,79152.0,16,0.9978390059427337,3694,3702
FAAH,1057107,A_23_P103226,2151,fatty acid amide hydrolase,2166.0,1,0.9945975148568341,3682,3702
FAAH2,1034095,A_23_P113471,81402,fatty acid amide hydrolase 2,158584.0,X,0.9392220421393841,3477,3702
FABP1,1057105,CUST_16115_PI416261804,2153,"fatty acid binding protein 1, liver",2168.0,2,0.7925445705024311,2934,3702
FABP3,1057100,A_24_P62783,2155,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",2170.0,1,0.9959481361426256,3687,3702
FABP5,1057098,CUST_3792_PI416261804,2156,fatty acid binding protein 5 (psoriasis-associated),2171.0,8,1.0,3702,3702
FABP5P3,1021832,A_24_P673063,85674,fatty acid binding protein 5 pseudogene 3,220832.0,7,0.9989195029713668,3698,3702
FABP6,1057093,A_23_P43846,2157,"fatty acid binding protein 6, ileal",2172.0,5,0.9986493787142086,3697,3702
FABP7,1057090,A_23_P134139,2158,"fatty acid binding protein 7, brain",2173.0,6,0.998109130199892,3695,3702
FADD,1049330,A_23_P86917,8697,Fas (TNFRSF6)-associated via death domain,8772.0,11,0.9975688816855753,3693,3702
FADS1,1054558,A_24_P192994,3967,fatty acid desaturase 1,3992.0,11,0.9994597514856834,3700,3702
FADS2,1048620,A_23_P98580,9279,fatty acid desaturase 2,9415.0,11,1.0,3702,3702
FADS3,1054557,CUST_10852_PI416261804,3970,fatty acid desaturase 3,3995.0,11,0.9365207995678012,3467,3702
FADS6,1032530,CUST_6260_PI416261804,94132,"fatty acid desaturase domain family, member 6",283985.0,17,0.7833603457590491,2900,3702
FAF1,1046567,A_23_P96853,10965,Fas (TNFRSF6) associated factor 1,11124.0,1,0.9994597514856834,3700,3702
FAF2,1045926,A_23_P156109,22952,Fas associated factor family member 2,23197.0,5,0.9916261480280929,3671,3702
FAH,1057077,A_23_P129221,2169,fumarylacetoacetate hydrolase (fumarylacetoacetase),2184.0,15,0.9203133441383036,3407,3702
FAHD1,1012945,CUST_862_PI416573500,57561,fumarylacetoacetate hydrolase domain containing 1,81889.0,16,0.9983792544570502,3696,3702
FAHD2A,1043891,A_23_P5731,30494,fumarylacetoacetate hydrolase domain containing 2A,51011.0,2,0.9970286331712588,3691,3702
FAHD2B,1034361,CUST_7339_PI416261804,80973,fumarylacetoacetate hydrolase domain containing 2B,151313.0,2,1.0,3702,3702
FAIM,1030330,A_23_P253932,34468,Fas apoptotic inhibitory molecule,55179.0,3,0.9994597514856834,3700,3702
FAIM2,1046098,A_24_P275428,22772,Fas apoptotic inhibitory molecule 2,23017.0,12,0.9921663965424095,3673,3702
FAM100A,1035707,A_23_P402787,78991,"family with sequence similarity 100, member A",124402.0,16,0.9937871420853592,3679,3702
FAM100B,1032522,A_24_P194714,94136,"family with sequence similarity 100, member B",283991.0,17,0.9994597514856834,3700,3702
FAM101A,1034785,A_32_P200697,80358,"family with sequence similarity 101, member A",144347.0,12,0.98892490545651,3661,3702
FAM101B,1020415,A_24_P299318,110927,"family with sequence similarity 101, member B",359845.0,17,0.9421934089681253,3488,3702
FAM102A,1022076,A_23_P112531,124879,"family with sequence similarity 102, member A",399665.0,9,1.0,3702,3702
FAM102B,1029802,A_32_P172864,94352,"family with sequence similarity 102, member B",284611.0,1,0.9962182603997839,3688,3702
FAM103A1,1038104,A_23_P65712,57882,"family with sequence similarity 103, member A1",83640.0,15,0.9929767693138843,3676,3702
FAM104A,1015938,A_23_P78289,59113,"family with sequence similarity 104, member A",84923.0,17,0.9994597514856834,3700,3702
FAM104B,1016830,A_32_P194025,59961,"family with sequence similarity 104, member B",90736.0,X,0.9978390059427337,3694,3702
FAM105A,1042883,A_23_P133438,33782,"family with sequence similarity 105, member A",54491.0,5,0.9670448406266883,3580,3702
FAM105B,1036910,A_23_P353106,59874,"family with sequence similarity 105, member B",90268.0,5,0.8049702863317126,2980,3702
FAM106A,1015820,A_24_P164505,55841,"family with sequence similarity 106, member A",80039.0,17,0.8403565640194489,3111,3702
FAM107A,1010585,A_24_P131622,11011,"family with sequence similarity 107, member A",11170.0,3,0.9994597514856834,3700,3702
FAM107B,1038102,A_23_P149975,57883,"family with sequence similarity 107, member B",83641.0,10,0.9900054024851431,3665,3702
FAM108A4,1016652,A_23_P5075,57598,"family with sequence similarity 108, member A1",81926.0,19,0.9994597514856834,3700,3702
FAM108A4P,1017427,A_32_P68335,166968,"family with sequence similarity 108, member A4, pseudogene",648359.0,1,0.9972987574284171,3692,3702
FAM108A5P,1012228,A_23_P91615,182282,"family with sequence similarity 108, member A5, pseudogene",729495.0,22,0.9900054024851431,3665,3702
FAM108B1,1030511,CUST_116_PI416379584,30586,"family with sequence similarity 108, member B1",51104.0,9,0.9994597514856834,3700,3702
FAM108C1,1010620,A_32_P39093,37303,"family with sequence similarity 108, member C1",58489.0,15,0.9994597514856834,3700,3702
FAM109A,1034753,A_24_P143076,80393,"family with sequence similarity 109, member A",144717.0,12,0.9032955159373312,3344,3702
FAM109B,1029000,CUST_10576_PI416261804,80881,"family with sequence similarity 109, member B",150368.0,22,0.9997298757428417,3701,3702
FAM110A,1025271,A_23_P386241,57784,"family with sequence similarity 110, member A",83541.0,20,0.9956780118854673,3686,3702
FAM110B,1036886,A_23_P395609,59896,"family with sequence similarity 110, member B",90362.0,8,0.9924365207995678,3674,3702
FAM111A,1010494,A_23_P203332,40544,"family with sequence similarity 111, member A",63901.0,11,0.998109130199892,3695,3702
FAM113A,1039732,A_23_P17471,41347,PC-esterase domain containing 1A,64773.0,20,0.8211777417612102,3040,3702
FAM113B,1036732,A_23_P36888,60056,PC-esterase domain containing 1B,91523.0,12,0.942733657482442,3490,3702
FAM114A1,1036563,CUST_170_PI416261804,60207,"family with sequence similarity 114, member A1",92689.0,4,0.9854132901134521,3648,3702
FAM114A2,1046926,CUST_5818_PI416261804,10669,"family with sequence similarity 114, member A2",10827.0,5,0.7096164235548352,2627,3702
FAM115A,1048197,A_32_P56525,9603,"family with sequence similarity 115, member A",9747.0,7,0.9921663965424095,3673,3702
FAM115C,1017925,A_23_P397978,94742,"family with sequence similarity 115, member C",285966.0,7,0.6682874122096164,2474,3702
FAM116A,1033440,A_32_P118586,83654,"family with sequence similarity 116, member A",201627.0,3,0.9991896272285251,3699,3702
FAM116B,1031094,A_24_P659036,128789,"family with sequence similarity 116, member B",414918.0,22,0.9813614262560778,3633,3702
FAM117A,1038332,A_23_P78053,57260,"family with sequence similarity 117, member A",81558.0,17,0.9827120475418692,3638,3702
FAM117B,1034381,A_32_P195401,80931,"family with sequence similarity 117, member B",150864.0,2,0.9997298757428417,3701,3702
FAM118A,1019738,A_23_P120973,34296,"family with sequence similarity 118, member A",55007.0,22,0.9159913560237709,3391,3702
FAM118B,1039180,CUST_298_PI416261804,55410,"family with sequence similarity 118, member B",79607.0,11,0.9897352782279849,3664,3702
FAM119A,1015203,A_24_P162929,80957,methyltransferase like 21A,151194.0,2,0.998109130199892,3695,3702
FAM119B,1027177,A_23_P320878,25644,methyltransferase like 21B,25895.0,12,0.8535926526202053,3160,3702
FAM120A,1045928,A_23_P32294,22951,family with sequence similarity 120A,23196.0,9,0.9994597514856834,3700,3702
FAM120AOS,1034114,A_24_P832156,81369,family with sequence similarity 120A opposite strand,158293.0,9,0.9986493787142086,3697,3702
FAM120B,1037567,A_23_P313476,58699,family with sequence similarity 120B,84498.0,6,0.9943273905996759,3681,3702
FAM120C,1042465,A_32_P67623,34243,family with sequence similarity 120C,54954.0,X,1.0,3702,3702
FAM122A,1036067,A_23_P409516,77752,family with sequence similarity 122A,116224.0,9,0.9832522960561858,3640,3702
FAM122B,1034071,CUST_10507_PI416261804,81443,family with sequence similarity 122B,159090.0,X,0.9740680713128039,3606,3702
FAM122C,1034069,CUST_487_PI416261804,81444,family with sequence similarity 122C,159091.0,X,0.5189086980010805,1921,3702
FAM123A,1023367,A_23_P351305,85502,family with sequence similarity 123A,219287.0,13,1.0,3702,3702
FAM123B,1035032,CUST_98_PI417507815,79798,family with sequence similarity 123B,139285.0,X,0.9516477579686656,3523,3702
FAM123C,1013994,A_24_P37355,83773,family with sequence similarity 123C,205147.0,2,0.970556455969746,3593,3702
FAM124A,1033236,A_24_P150428,85624,family with sequence similarity 124A,220108.0,13,0.9994597514856834,3700,3702
FAM125A,1036489,CUST_2324_PI416261804,60272,"family with sequence similarity 125, member A",93343.0,19,0.8838465694219341,3272,3702
FAM125B,1023508,CUST_15421_PI416261804,59787,"family with sequence similarity 125, member B",89853.0,9,0.9994597514856834,3700,3702
FAM126A,1037447,CUST_18_PI416408490,58866,"family with sequence similarity 126, member A",84668.0,7,0.855213398163155,3166,3702
FAM126B,1032381,A_23_P334864,94485,"family with sequence similarity 126, member B",285172.0,2,0.9991896272285251,3699,3702
FAM127A,1012511,A_23_P85236,8854,"family with sequence similarity 127, member A",8933.0,X,1.0,3702,3702
FAM127B,1010622,A_23_P62429,25820,"family with sequence similarity 127, member B",26071.0,X,0.9994597514856834,3700,3702
FAM128B,1015761,A_24_P6944,55898,mitotic spindle organizing protein 2B,80097.0,2,0.9994597514856834,3700,3702
FAM129A,1027564,A_24_P233786,77822,"family with sequence similarity 129, member A",116496.0,1,0.9619124797406807,3561,3702
FAM129B,1039673,A_24_P124097,41418,"family with sequence similarity 129, member B",64855.0,9,0.9997298757428417,3701,3702
FAM131A,1035292,A_24_P354356,79471,"family with sequence similarity 131, member A",131408.0,3,0.9991896272285251,3699,3702
FAM131B,1048237,A_24_P252310,9571,"family with sequence similarity 131, member B",9715.0,7,0.9962182603997839,3688,3702
FAM131C,1031780,A_24_P169073,110389,"family with sequence similarity 131, member C",348487.0,1,0.9994597514856834,3700,3702
FAM132A,1016390,A_32_P75792,123046,"family with sequence similarity 132, member A",388581.0,1,0.666936790923825,2469,3702
FAM133A,1032211,A_24_P400027,94898,"family with sequence similarity 133, member A",286499.0,X,0.9991896272285251,3699,3702
