gene_symbol,number_of_available_probes,number_of_reliable_probes,best_detection_rate
A_23_P48278,1,0,0.06834143706104809
A_23_P48404,1,0,0.23635872501350622
A_23_P50597,1,0,0.40545650999459754
A_23_P51797,1,0,0.10642895732036736
A_23_P52951,1,0,0.406807131280389
A_23_P5512,1,0,0.0024311183144246355
A_23_P5626,1,0,0.20178282009724474
A_23_P57337,2,0,0.13209076175040518
A_23_P57983,1,0,0.0189086980010805
A_23_P58934,1,0,0.00945434900054025
A_23_P59869,1,0,0.26094003241491087
A_23_P59967,1,0,0.005942733657482442
A_23_P60106,2,0,0.1469475958941113
A_23_P60758,1,0,0.08427876823338736
A_23_P6101,1,0,0.007563479200432199
A_23_P61042,1,0,0.024581307401404646
A_23_P61068,1,0,0.002971366828741221
A_23_P61191,1,0,0.004862236628849271
A_23_P61676,1,0,0.002971366828741221
A_23_P61911,1,0,0.00864397622906537
A_23_P62779,1,0,0.004862236628849271
A_23_P62857,1,0,0.015937331172339277
A_23_P63447,1,0,0.0526742301458671
A_23_P63547,1,0,0.0032414910858995136
A_23_P64051,2,0,0.49648838465694217
A_23_P64313,1,0,0.0032414910858995136
A_23_P65041,1,0,0.2671528903295516
A_23_P6514,1,0,0.12614802809292275
A_23_P65845,1,0,0.02025931928687196
A_23_P68138,2,0,0.4389519178822258
A_23_P68190,1,0,0.0035116153430578066
A_23_P68691,1,0,0.04970286331712588
A_23_P68714,1,0,0.004321988114532685
A_23_P69089,2,0,0.2787682333873582
A_23_P69614,1,0,0.0032414910858995136
A_23_P70492,1,0,0.005942733657482442
A_23_P70813,3,0,0.1428957320367369
A_23_P71179,1,0,0.02863317125877904
A_23_P72014,1,0,0.14181523500810372
A_23_P72252,1,0,0.03079416531604538
A_23_P72434,1,0,0.01728795245813074
A_23_P73198,1,0,0.004321988114532685
A_23_P73328,1,0,0.19367909238249595
A_23_P74205,1,0,0.004862236628849271
A_23_P74471,1,0,0.006212857914640735
A_23_P75830,1,0,0.08427876823338736
A_23_P76298,2,0,0.471366828741221
A_23_P7719,1,0,0.42004321988114535
A_23_P77192,1,0,0.002971366828741221
A_23_P77389,1,0,0.05807671528903296
A_23_P79351,1,0,0.009994597514856833
A_23_P79383,1,0,0.09535386277687737
A_23_P8004,3,0,0.09724473257698542
A_23_P80583,1,0,0.0032414910858995136
A_23_P81327,1,0,0.0037817396002160996
A_23_P82795,1,0,0.008103727714748784
A_23_P8363,2,0,0.007833603457590491
A_23_P84272,1,0,0.3611561318206375
A_23_P84646,1,0,0.005672609400324149
A_23_P84791,1,0,0.00864397622906537
A_23_P84974,1,0,0.15099945975148568
A_23_P87041,1,0,0.23500810372771475
A_23_P87120,1,0,0.004862236628849271
A_23_P88067,1,0,0.011075094543490005
A_23_P88554,1,0,0.30740140464613724
A_23_P90470,1,0,0.03430578065910319
A_23_P91125,1,0,0.48973527822798485
A_23_P92809,1,0,0.16963803349540788
A_23_P93109,2,0,0.43490005402485143
A_23_P94656,1,0,0.19421934089681253
A_23_P95244,1,0,0.002971366828741221
A_23_P95486,1,0,0.007833603457590491
A_23_P95990,1,0,0.0750945434900054
A_23_P96173,1,0,0.016747703943814155
A_23_P96191,1,0,0.02890329551593733
A_23_P96262,1,0,0.0189086980010805
A_23_P9707,1,0,0.005132360886007563
A_23_P972,1,0,0.010264721772015126
A_23_P9744,1,0,0.029173419773095625
A_23_P98671,1,0,0.12911939492166397
A_23_P99653,1,0,0.0010804970286331713
A_23_P9997,1,0,0.007563479200432199
A_24_P101211,1,0,0.43030794165316044
A_24_P101282,1,0,0.10264721772015127
A_24_P101439,1,0,0.029173419773095625
A_24_P101541,1,0,0.04267963263101027
A_24_P101661,1,0,0.07698541329011345
A_24_P102198,1,0,0.1615343057806591
A_24_P102240,1,0,0.00945434900054025
A_24_P102249,1,0,0.020529443544030253
A_24_P103744,1,0,0.4135602377093463
A_24_P103944,1,0,0.005942733657482442
A_24_P10715,1,0,0.015126958400864398
A_24_P109703,1,0,0.4584008643976229
A_24_P109711,1,0,0.03511615343057806
A_24_P110094,1,0,0.0024311183144246355
A_24_P110172,1,0,0.005132360886007563
A_24_P110201,1,0,0.39546191247974066
A_24_P110239,1,0,0.010804970286331712
A_24_P110242,1,0,0.05321447866018368
A_24_P110487,1,0,0.0035116153430578066
A_24_P110618,1,0,0.008103727714748784
A_24_P110743,2,0,0.4721772015126958
A_24_P110770,2,0,0.07023230686115613
A_24_P110820,1,0,0.006482982171799027
A_24_P110827,1,0,0.4024851431658563
A_24_P110831,1,0,0.009184224743381956
A_24_P110926,2,0,0.11507293354943274
A_24_P111044,1,0,0.005942733657482442
A_24_P111147,1,0,0.02106969205834684
A_24_P111191,1,0,0.05753646677471637
A_24_P111229,1,0,0.009184224743381956
A_24_P112542,1,0,0.030524041058887088
A_24_P112730,1,0,0.0018908698001080498
A_24_P117837,1,0,0.13344138303619665
A_24_P118336,1,0,0.07455429497568881
A_24_P118361,1,0,0.028363047001620744
A_24_P118411,1,0,0.13614262560777957
A_24_P118512,1,0,0.0904916261480281
A_24_P118719,2,0,0.3273905996758509
A_24_P118813,1,0,0.43030794165316044
A_24_P119115,1,0,0.43462992976769316
A_24_P119246,1,0,0.0748244192328471
A_24_P119331,1,0,0.15316045380875204
A_24_P119337,1,0,0.02188006482982172
A_24_P119505,1,0,0.005942733657482442
A_24_P119545,1,0,0.10886007563479201
A_24_P119617,1,0,0.011075094543490005
A_24_P119627,1,0,0.011345218800648298
A_24_P11980,1,0,0.03241491085899514
A_24_P126246,1,0,0.0021609940572663426
A_24_P126294,1,0,0.01917882225823879
A_24_P126484,2,0,0.4427336574824419
A_24_P126892,1,0,0.27336574824419235
A_24_P127042,3,0,0.32982171799027554
A_24_P127098,1,0,0.07050243111831442
A_24_P127425,1,0,0.1847649918962723
A_24_P127543,1,0,0.2406807131280389
A_24_P127602,1,0,0.05915721231766612
A_24_P127661,1,0,0.2298757428417072
A_24_P127954,1,0,0.11453268503511616
A_24_P128020,1,0,0.1050783360345759
A_24_P128098,1,0,0.011615343057806591
A_24_P128163,1,0,0.2965964343598055
A_24_P128308,1,0,0.02404105888708806
A_24_P128337,3,0,0.4997298757428417
A_24_P128341,2,0,0.0035116153430578066
A_24_P135830,1,0,0.18071312803889789
A_24_P136124,1,0,0.2847109670448406
A_24_P136299,3,0,0.23122636412749864
A_24_P136365,1,0,0.0024311183144246355
A_24_P136379,1,0,0.03538627768773636
A_24_P136441,1,0,0.055105348460291734
A_24_P136522,2,0,0.3687196110210697
A_24_P136838,2,0,0.18503511615343057
A_24_P136911,1,0,0.04403025391680173
A_24_P144054,1,0,0.4330091842247434
A_24_P144149,1,0,0.1053484602917342
A_24_P144254,1,0,0.39627228525121555
A_24_P144680,1,0,0.08481901674770394
A_24_P144770,2,0,0.44624527282549975
A_24_P144961,1,0,0.004862236628849271
A_24_P144963,1,0,0.02782279848730416
A_24_P145019,1,0,0.075634792004322
A_24_P145124,1,0,0.47487844408427876
A_24_P145163,1,0,0.15883306320907617
A_24_P145184,1,0,0.14019448946515398
A_24_P145216,1,0,0.03970826580226904
A_24_P145242,2,0,0.00945434900054025
A_24_P145249,1,0,0.09265262020529444
A_24_P145307,1,0,0.13695299837925445
A_24_P145414,1,0,0.007023230686115613
A_24_P150149,2,0,0.21177741761210156
A_24_P152325,1,0,0.021609940572663425
A_24_P152566,1,0,0.24905456509994597
A_24_P152623,2,0,0.005132360886007563
A_24_P152974,1,0,0.06158833063209076
A_24_P153003,1,0,0.005132360886007563
A_24_P153215,1,0,0.08887088060507833
A_24_P153542,2,0,0.3017287952458131
A_24_P153611,1,0,0.09292274446245273
A_24_P15371,1,0,0.06212857914640735
A_24_P153763,1,0,0.46434359805510533
A_24_P154025,2,0,0.3157752566180443
A_24_P15550,2,0,0.473257698541329
A_24_P15702,1,0,0.08157752566180443
A_24_P15743,1,0,0.007023230686115613
A_24_P15870,1,0,0.12047541869259859
A_24_P15877,1,0,0.1358725013506213
A_24_P158881,1,0,0.26580226904376014
A_24_P15973,1,0,0.01728795245813074
A_24_P15980,1,0,0.004051863857374392
A_24_P160491,1,0,0.01350621285791464
A_24_P160586,1,0,0.0018908698001080498
A_24_P16071,1,0,0.2963263101026472
A_24_P160716,1,0,0.09265262020529444
A_24_P16090,1,0,0.027282549972987576
A_24_P161074,1,0,0.1393841166936791
A_24_P161184,1,0,0.007293354943273906
A_24_P161764,1,0,0.007293354943273906
A_24_P161773,1,0,0.157752566180443
A_24_P16184,1,0,0.002971366828741221
A_24_P162140,1,0,0.004862236628849271
A_24_P162190,1,0,0.18908698001080498
A_24_P162254,1,0,0.20907617504051865
A_24_P16230,1,0,0.1539708265802269
A_24_P162393,1,0,0.002971366828741221
A_24_P162515,1,0,0.12857914640734738
A_24_P162532,1,0,0.3687196110210697
A_24_P162597,1,0,0.007293354943273906
A_24_P16273,1,0,0.007833603457590491
A_24_P16361,1,0,0.38303619665045924
A_24_P16470,1,0,0.0035116153430578066
A_24_P166045,2,0,0.47622906537007026
A_24_P16678,1,0,0.1836844948676391
A_24_P16686,1,0,0.002701242571582928
A_24_P167059,1,0,0.02404105888708806
A_24_P16740,1,0,0.0035116153430578066
A_24_P169503,1,0,0.05294435440302539
A_24_P169807,1,0,0.007563479200432199
A_24_P169903,1,0,0.19502971366828742
A_24_P170067,2,0,0.008914100486223663
A_24_P170119,1,0,0.005672609400324149
A_24_P170186,1,0,0.3163155051323609
A_24_P170247,1,0,0.0032414910858995136
A_24_P17031,2,0,0.024581307401404646
A_24_P170384,1,0,0.18557536466774716
A_24_P170395,2,0,0.0564559697460832
A_24_P170707,1,0,0.012155591572123177
A_24_P170747,1,0,0.10318746623446785
A_24_P17085,1,0,0.2531064289573204
A_24_P170902,1,0,0.02377093462992977
A_24_P171043,1,0,0.29281469475958943
A_24_P173566,2,0,0.23068611561318206
A_24_P173895,1,0,0.008914100486223663
A_24_P174775,1,0,0.20853592652620206
A_24_P178065,1,0,0.21934089681253377
A_24_P179107,1,0,0.008373851971907077
A_24_P179203,1,0,0.002971366828741221
A_24_P179253,1,0,0.005132360886007563
A_24_P179416,2,0,0.008373851971907077
A_24_P179479,2,0,0.005402485143165856
A_24_P179516,2,0,0.08968125337655321
A_24_P183544,1,0,0.0037817396002160996
A_24_P185516,1,0,0.008914100486223663
A_24_P186141,1,0,0.03862776877363587
A_24_P186664,1,0,0.4497568881685575
A_24_P187094,1,0,0.3914100486223663
A_24_P187284,1,0,0.025661804430037818
A_24_P1873,1,0,0.0451107509454349
A_24_P187340,1,0,0.0032414910858995136
A_24_P187355,2,0,0.3649378714208536
A_24_P187365,1,0,0.4305780659103187
A_24_P187539,1,0,0.015667206915180983
A_24_P187614,1,0,0.1620745542949757
A_24_P187671,2,0,0.1129119394921664
A_24_P187859,1,0,0.004592112371690978
A_24_P187871,1,0,0.005132360886007563
A_24_P187938,1,0,0.002971366828741221
A_24_P188246,1,0,0.004862236628849271
A_24_P192860,1,0,0.17044840626688276
A_24_P195240,1,0,0.012155591572123177
A_24_P195253,1,0,0.06834143706104809
A_24_P195276,1,0,0.1129119394921664
A_24_P195400,1,0,0.005672609400324149
A_24_P196134,1,0,0.146677471636953
A_24_P196307,1,0,0.1917882225823879
A_24_P196428,1,0,0.40329551593733115
A_24_P196469,1,0,0.11939492166396543
A_24_P196478,1,0,0.08454889249054565
A_24_P196499,1,0,0.39303079416531606
A_24_P196839,1,0,0.006212857914640735
A_24_P196867,1,0,0.02025931928687196
A_24_P197794,1,0,0.032955159373311727
A_24_P202857,1,0,0.005942733657482442
A_24_P203442,2,0,0.02485143165856294
A_24_P203882,1,0,0.2404105888708806
A_24_P203886,1,0,0.040788762830902214
A_24_P204654,1,0,0.2063749324689357
A_24_P204727,1,0,0.04943273905996758
A_24_P204860,1,0,0.011075094543490005
A_24_P204870,1,0,0.002971366828741221
A_24_P205100,1,0,0.1774716369529984
A_24_P205105,1,0,0.004051863857374392
A_24_P205195,1,0,0.011885467314964884
A_24_P205242,1,0,0.24014046461372232
A_24_P205406,2,0,0.047271745002701246
A_24_P209428,1,0,0.030253916801728797
A_24_P211106,1,0,0.4937871420853593
A_24_P211906,1,0,0.007023230686115613
A_24_P212281,1,0,0.277687736358725
A_24_P212409,1,0,0.008103727714748784
A_24_P212949,1,0,0.005942733657482442
A_24_P213134,1,0,0.11912479740680713
A_24_P213187,1,0,0.012965964343598054
A_24_P213256,1,0,0.2547271745002701
A_24_P213296,1,0,0.010264721772015126
A_24_P213566,1,0,0.35224203133441384
A_24_P213622,1,0,0.23824959481361427
A_24_P213856,1,0,0.0750945434900054
A_24_P217063,1,0,0.4916261480280929
A_24_P218259,1,0,0.015126958400864398
A_24_P219757,1,0,0.030253916801728797
A_24_P220435,1,0,0.1774716369529984
A_24_P221105,1,0,0.46785521339816316
A_24_P221285,1,0,0.013776337115072933
A_24_P221475,1,0,0.007293354943273906
A_24_P221485,1,0,0.35224203133441384
A_24_P221615,2,0,0.2857914640734738
A_24_P221724,1,0,0.03322528363047002
A_24_P221778,1,0,0.025391680172879523
A_24_P221869,1,0,0.004592112371690978
A_24_P221974,1,0,0.12911939492166397
A_24_P222059,1,0,0.0021609940572663426
A_24_P222213,1,0,0.004051863857374392
A_24_P222420,1,0,0.007293354943273906
A_24_P222441,2,0,0.014046461372231226
A_24_P224998,2,0,0.4746083198271205
A_24_P225845,1,0,0.3063209076175041
A_24_P22821,1,0,0.031874662344678555
A_24_P228700,1,0,0.3765532144786602
A_24_P228796,1,0,0.12317666126418152
A_24_P229250,1,0,0.4497568881685575
A_24_P229447,1,0,0.06185845488924906
A_24_P229807,1,0,0.2830902215018909
A_24_P229936,1,0,0.4783900594273366
A_24_P230057,2,0,0.41572123176661263
A_24_P230136,1,0,0.007833603457590491
A_24_P230313,1,0,0.01053484602917342
A_24_P230358,1,0,0.03079416531604538
A_24_P230388,1,0,0.1615343057806591
A_24_P230486,1,0,0.48028092922744464
A_24_P230514,1,0,0.01917882225823879
A_24_P230521,1,0,0.20853592652620206
A_24_P230576,1,0,0.0037817396002160996
A_24_P230767,1,0,0.01053484602917342
A_24_P230972,1,0,0.028363047001620744
A_24_P230981,1,0,0.1728795245813074
A_24_P231120,1,0,0.0035116153430578066
A_24_P231162,1,0,0.10291734197730956
A_24_P23327,1,0,0.004321988114532685
A_24_P23482,1,0,0.3824959481361426
A_24_P235360,1,0,0.32225823878984333
A_24_P23740,1,0,0.03835764451647758
A_24_P237820,1,0,0.3857374392220421
A_24_P237896,1,0,0.49270664505672607
A_24_P238225,1,0,0.0021609940572663426
A_24_P238386,1,0,0.2106969205834684
A_24_P238412,1,0,0.004592112371690978
A_24_P238649,1,0,0.19448946515397084
A_24_P238896,1,0,0.2922744462452728
A_24_P239049,1,0,0.1312803889789303
A_24_P239219,1,0,0.13452188006482982
A_24_P239234,1,0,0.4438141545110751
A_24_P239266,1,0,0.0021609940572663426
A_24_P239302,1,0,0.2714748784440843
A_24_P239385,1,0,0.20907617504051865
A_24_P239407,1,0,0.027282549972987576
A_24_P239451,2,0,0.473257698541329
A_24_P239515,1,0,0.03268503511615343
A_24_P239553,1,0,0.017828200972447326
A_24_P239902,1,0,0.0035116153430578066
A_24_P24002,2,0,0.4689357104267963
A_24_P241996,1,0,0.4035656401944895
A_24_P242319,2,0,0.01728795245813074
A_24_P24256,3,0,0.04538087520259319
A_24_P24281,1,0,0.02863317125877904
A_24_P243560,1,0,0.013236088600756347
A_24_P24387,1,0,0.005132360886007563
A_24_P24415,1,0,0.01620745542949757
A_24_P24570,1,0,0.005942733657482442
A_24_P246148,1,0,0.002971366828741221
A_24_P246636,1,0,0.048892490545651
A_24_P247093,1,0,0.00675310642895732
A_24_P247303,1,0,0.0753646677471637
A_24_P247324,1,0,0.031334413830361965
A_24_P247454,1,0,0.2293354943273906
A_24_P247640,3,0,0.4357104267963263
A_24_P247738,1,0,0.0037817396002160996
A_24_P247772,1,0,0.005672609400324149
A_24_P247861,1,0,0.395732036736899
A_24_P247892,1,0,0.24311183144246354
A_24_P247987,1,0,0.12587790383576444
A_24_P248038,1,0,0.11021069692058347
A_24_P248079,2,0,0.18287412209616424
A_24_P248167,1,0,0.4805510534846029
A_24_P24867,1,0,0.0037817396002160996
A_24_P25229,1,0,0.007023230686115613
A_24_P25285,1,0,0.007833603457590491
A_24_P254106,1,0,0.40626688276607237
A_24_P25437,1,0,0.002971366828741221
A_24_P25452,1,0,0.06996218260399784
A_24_P254833,6,0,0.03943814154511075
A_24_P25498,1,0,0.03538627768773636
A_24_P255114,1,0,0.013236088600756347
A_24_P255324,1,0,0.020529443544030253
A_24_P255763,1,0,0.47866018368449487
A_24_P255914,1,0,0.4394921663965424
A_24_P256073,1,0,0.4327390599675851
A_24_P256230,2,0,0.20772555375472718
A_24_P256253,1,0,0.34359805510534847
A_24_P256365,1,0,0.030524041058887088
A_24_P256390,1,0,0.007563479200432199
A_24_P256434,1,0,0.22798487304159915
A_24_P256626,1,0,0.0037817396002160996
A_24_P25679,2,0,0.007833603457590491
A_24_P256817,2,0,0.004592112371690978
A_24_P256840,1,0,0.007023230686115613
A_24_P25687,1,0,0.004321988114532685
A_24_P263384,2,0,0.44489465153970825
A_24_P263703,1,0,0.4189627228525122
A_24_P263786,1,0,0.004862236628849271
A_24_P263803,1,0,0.2884927066450567
A_24_P263910,1,0,0.3117233927606699
A_24_P263983,2,0,0.08887088060507833
A_24_P264293,1,0,0.17368989735278229
A_24_P264413,1,0,0.49783900594273367
A_24_P264573,1,0,0.08049702863317126
A_24_P264806,1,0,0.0037817396002160996
A_24_P264833,1,0,0.3249594813614263
A_24_P264956,1,0,0.001350621285791464
A_24_P264970,1,0,0.0037817396002160996
A_24_P264994,1,0,0.1839546191247974
A_24_P265003,1,0,0.2595894111291194
A_24_P265218,1,0,0.01431658562938952
A_24_P265383,2,0,0.07077255537547272
A_24_P269140,1,0,0.02025931928687196
A_24_P270279,1,0,0.002971366828741221
A_24_P271765,2,0,0.03889789303079417
A_24_P272099,1,0,0.004321988114532685
A_24_P272146,1,0,0.1947595894111291
A_24_P272381,1,0,0.005942733657482442
A_24_P272798,1,0,0.0032414910858995136
A_24_P273004,1,0,0.00864397622906537
A_24_P273033,1,0,0.011075094543490005
A_24_P273043,2,0,0.014046461372231226
A_24_P273074,1,0,0.4305780659103187
A_24_P273284,1,0,0.12641815235008103
A_24_P273360,1,0,0.05375472717450027
A_24_P273523,1,0,0.018098325229605618
A_24_P273694,2,0,0.10561858454889249
A_24_P273890,1,0,0.0021609940572663426
A_24_P273900,1,0,0.005132360886007563
A_24_P277855,2,0,0.29578606158833065
A_24_P281084,2,0,0.050513236088600755
A_24_P281128,1,0,0.02106969205834684
A_24_P281175,1,0,0.08752025931928688
A_24_P281285,1,0,0.08833063209076175
A_24_P281468,1,0,0.06672069151809833
A_24_P281514,1,0,0.27984873041599134
A_24_P281605,1,0,0.011615343057806591
A_24_P281643,1,0,0.4932468935710427
A_24_P281844,1,0,0.3462992976769314
A_24_P282227,1,0,0.00864397622906537
A_24_P282377,1,0,0.4394921663965424
A_24_P282454,2,0,0.00675310642895732
A_24_P286845,1,0,0.2901134521880065
A_24_P289043,1,0,0.01431658562938952
A_24_P289265,1,0,0.008103727714748784
A_24_P289854,1,0,0.005672609400324149
A_24_P289973,1,0,0.036196650459211235
A_24_P290006,1,0,0.44192328471096703
A_24_P290134,1,0,0.15964343598055106
A_24_P290459,2,0,0.01053484602917342
A_24_P290513,1,0,0.0032414910858995136
A_24_P290737,2,0,0.01431658562938952
A_24_P291074,1,0,0.004321988114532685
A_24_P292849,1,0,0.12236628849270664
A_24_P293158,1,0,0.09265262020529444
A_24_P297302,1,0,0.15694219340896812
A_24_P298495,1,0,0.03646677471636953
A_24_P298894,1,0,0.05942733657482442
A_24_P298986,1,0,0.0032414910858995136
A_24_P299210,1,0,0.03862776877363587
A_24_P299423,1,0,0.10075634792004322
A_24_P299489,1,0,0.016477579686655863
A_24_P299590,1,0,0.0008103727714748784
A_24_P301314,1,0,0.0035116153430578066
A_24_P306032,1,0,0.0035116153430578066
A_24_P306479,1,0,0.008914100486223663
A_24_P306644,1,0,0.46812533765532144
A_24_P306704,1,0,0.4130199891950297
A_24_P306845,2,0,0.4095083738519719
A_24_P306905,1,0,0.009994597514856833
A_24_P307042,1,0,0.007293354943273906
A_24_P307104,1,0,0.00864397622906537
A_24_P307339,2,0,0.009724473257698542
A_24_P307384,1,0,0.40788762830902214
A_24_P307395,1,0,0.1952998379254457
A_24_P307599,1,0,0.05375472717450027
A_24_P307714,1,0,0.17504051863857376
A_24_P307744,1,0,0.004862236628849271
A_24_P307816,1,0,0.09670448406266882
A_24_P307845,1,0,0.050783360345759046
A_24_P307885,1,0,0.02404105888708806
A_24_P308144,1,0,0.010264721772015126
A_24_P312578,1,0,0.30578065910318747
A_24_P313180,1,0,0.017017828200972446
A_24_P314571,1,0,0.19367909238249595
A_24_P315014,1,0,0.22339276066990815
A_24_P315212,1,0,0.0010804970286331713
A_24_P315594,1,0,0.004321988114532685
A_24_P315674,1,0,0.3687196110210697
A_24_P315774,1,0,0.1423554835224203
A_24_P315805,1,0,0.0035116153430578066
A_24_P315941,1,0,0.010804970286331712
A_24_P315954,2,0,0.18935710426796326
A_24_P316231,1,0,0.0024311183144246355
A_24_P316296,1,0,0.1880064829821718
A_24_P316335,1,0,0.025391680172879523
A_24_P316381,1,0,0.47271745002701243
A_24_P316387,1,0,0.012695840086439762
A_24_P316446,1,0,0.007293354943273906
A_24_P316475,3,0,0.0375472717450027
A_24_P316495,1,0,0.3419773095623987
A_24_P316506,1,0,0.009724473257698542
A_24_P316532,1,0,0.08860075634792004
A_24_P316555,1,0,0.021609940572663425
A_24_P316619,1,0,0.00945434900054025
A_24_P316680,1,0,0.22717450027012426
A_24_P316685,1,0,0.01053484602917342
A_24_P321715,1,0,0.12101566720691519
A_24_P32215,1,0,0.41139924365207997
A_24_P323754,1,0,0.06482982171799027
A_24_P323974,1,0,0.17855213398163156
A_24_P324084,1,0,0.4862236628849271
A_24_P324424,1,0,0.17423014586709887
A_24_P324538,1,0,0.007833603457590491
A_24_P324883,1,0,0.05915721231766612
A_24_P325264,2,0,0.022960561858454888
A_24_P32527,1,0,0.013236088600756347
A_24_P32708,1,0,0.3684494867639114
A_24_P328045,1,0,0.26175040518638576
A_24_P33115,1,0,0.029983792544570502
A_24_P332461,1,0,0.1547811993517018
A_24_P332504,1,0,0.45191788222582385
A_24_P332595,1,0,0.026202052944354404
A_24_P332721,1,0,0.17098865478119935
A_24_P332911,1,0,0.4473257698541329
A_24_P333191,2,0,0.0037817396002160996
A_24_P333383,1,0,0.19286871961102106
A_24_P333394,1,0,0.01350621285791464
A_24_P333420,1,0,0.009724473257698542
A_24_P333541,1,0,0.04024851431658563
A_24_P33403,1,0,0.1280388978930308
A_24_P334208,1,0,0.1085899513776337
A_24_P33429,1,0,0.4746083198271205
A_24_P33555,1,0,0.002701242571582928
A_24_P337143,1,0,0.09157212317666126
A_24_P338151,1,0,0.2063749324689357
A_24_P33965,1,0,0.10426796326310103
A_24_P34035,1,0,0.0018908698001080498
A_24_P34066,1,0,0.4057266342517558
A_24_P341078,2,0,0.4273365748244192
A_24_P341546,1,0,0.21745002701242572
A_24_P341646,1,0,0.05483522420313344
A_24_P342226,1,0,0.22096164235548352
A_24_P342236,1,0,0.0016207455429497568
A_24_P34231,2,0,0.004321988114532685
A_24_P343830,1,0,0.0451107509454349
A_24_P346269,1,0,0.027282549972987576
A_24_P346388,1,0,0.49891950297136684
A_24_P346725,1,0,0.036196650459211235
A_24_P346967,2,0,0.3760129659643436
A_24_P348173,1,0,0.05564559697460832
A_24_P348791,1,0,0.004592112371690978
A_24_P349539,1,0,0.3457590491626148
A_24_P349728,1,0,0.009994597514856833
A_24_P350261,1,0,0.01728795245813074
A_24_P350499,2,0,0.006212857914640735
A_24_P350514,1,0,0.244462452728255
A_24_P350557,1,0,0.005132360886007563
A_24_P350732,1,0,0.008373851971907077
A_24_P350838,1,0,0.013236088600756347
A_24_P350941,1,0,0.006212857914640735
A_24_P350959,2,0,0.005132360886007563
A_24_P357405,1,0,0.006212857914640735
A_24_P357836,1,0,0.05969746083198271
A_24_P357933,1,0,0.007833603457590491
A_24_P357936,1,0,0.46569421934089683
A_24_P358063,1,0,0.014856834143706105
A_24_P358400,1,0,0.35548352242031334
A_24_P358406,1,0,0.440032414910859
A_24_P358765,1,0,0.021609940572663425
A_24_P358805,1,0,0.015126958400864398
A_24_P358857,1,0,0.0189086980010805
A_24_P359050,1,0,0.02025931928687196
A_24_P359105,1,0,0.06564019448946515
A_24_P359401,2,0,0.31982712047541867
A_24_P359671,1,0,0.21204754186925986
A_24_P364221,1,0,0.13263101026472177
